region,period,source,scenario,category,unit,value,update,note
de-niedersachsen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,8.003421,01.03.2025,
de-bremen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.68013,01.03.2025,
de-nordrhein-westfalen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.92557,01.03.2025,
de-hessen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.293154,01.03.2025,
de-rheinland-pfalz,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.098391,01.03.2025,
de-baden-wuerttemberg,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,11.103043,01.03.2025,
de-bayern,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,13.140183,01.03.2025,
de-saarland,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.983991,01.03.2025,
de-berlin,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.664088,01.03.2025,
de-brandenburg,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.531071,01.03.2025,
de-mecklenburg-vorpommern,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.610774,01.03.2025,
de-sachsen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.056941,01.03.2025,
de-sachsen-anhalt,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.180684,01.03.2025,
de-thueringen,2020,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.120237,01.03.2025,
de-schleswig-holstein,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.903773,01.03.2025,
de-hamburg,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.847253,01.03.2025,
de-niedersachsen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.993608,01.03.2025,
de-bremen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.681202,01.03.2025,
de-nordrhein-westfalen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.947221,01.03.2025,
de-hessen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.28808,01.03.2025,
de-rheinland-pfalz,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.093903,01.03.2025,
de-baden-wuerttemberg,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,11.100394,01.03.2025,
de-bayern,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,13.124737,01.03.2025,
de-saarland,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.986887,01.03.2025,
de-berlin,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.669491,01.03.2025,
de-brandenburg,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.521893,01.03.2025,
de-mecklenburg-vorpommern,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.608138,01.03.2025,
de-sachsen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.071971,01.03.2025,
de-sachsen-anhalt,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.194782,01.03.2025,
de-thueringen,2019,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.133378,01.03.2025,
de-schleswig-holstein,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.896712,01.03.2025,
de-hamburg,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.841179,01.03.2025,
de-niedersachsen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.982448,01.03.2025,
de-bremen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.682986,01.03.2025,
de-nordrhein-westfalen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.932651,01.03.2025,
de-hessen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.265809,01.03.2025,
de-rheinland-pfalz,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.084844,01.03.2025,
de-baden-wuerttemberg,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,11.069533,01.03.2025,
de-bayern,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,13.076721,01.03.2025,
de-saarland,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.990509,01.03.2025,
de-berlin,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.644826,01.03.2025,
de-brandenburg,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.511917,01.03.2025,
de-mecklenburg-vorpommern,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.609675,01.03.2025,
de-sachsen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.077937,01.03.2025,
de-sachsen-anhalt,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.208321,01.03.2025,
de-thueringen,2018,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.143145,01.03.2025,
de-schleswig-holstein,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.889821,01.03.2025,
de-hamburg,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.830584,01.03.2025,
de-niedersachsen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.962775,01.03.2025,
de-bremen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.681032,01.03.2025,
de-nordrhein-westfalen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.912134,01.03.2025,
de-hessen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.243262,01.03.2025,
de-rheinland-pfalz,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.073679,01.03.2025,
de-baden-wuerttemberg,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,11.023425,01.03.2025,
de-bayern,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.997204,01.03.2025,
de-saarland,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.994187,01.03.2025,
de-berlin,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.613495,01.03.2025,
de-brandenburg,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.50404,01.03.2025,
de-mecklenburg-vorpommern,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.611119,01.03.2025,
de-sachsen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.081308,01.03.2025,
de-sachsen-anhalt,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.223081,01.03.2025,
de-thueringen,2017,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.151205,01.03.2025,
de-schleswig-holstein,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.881926,01.03.2025,
de-hamburg,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.810438,01.03.2025,
de-niedersachsen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.945685,01.03.2025,
de-bremen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.678753,01.03.2025,
de-nordrhein-westfalen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.8901,01.03.2025,
de-hessen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.213088,01.03.2025,
de-rheinland-pfalz,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.066053,01.03.2025,
de-baden-wuerttemberg,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.951893,01.03.2025,
de-bayern,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.930751,01.03.2025,
de-saarland,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.996651,01.03.2025,
de-berlin,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.57483,01.03.2025,
de-brandenburg,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.494648,01.03.2025,
de-mecklenburg-vorpommern,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.610674,01.03.2025,
de-sachsen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.081783,01.03.2025,
de-sachsen-anhalt,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.236252,01.03.2025,
de-thueringen,2016,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.158128,01.03.2025,
de-schleswig-holstein,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.858714,01.03.2025,
de-hamburg,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.787408,01.03.2025,
de-niedersachsen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.926599,01.03.2025,
de-bremen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.671489,01.03.2025,
de-nordrhein-westfalen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.865516,01.03.2025,
de-hessen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.176172,01.03.2025,
de-rheinland-pfalz,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.052803,01.03.2025,
de-baden-wuerttemberg,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.879618,01.03.2025,
de-bayern,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.843514,01.03.2025,
de-saarland,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.995597,01.03.2025,
de-berlin,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.520031,01.03.2025,
de-brandenburg,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.484826,01.03.2025,
de-mecklenburg-vorpommern,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.612362,01.03.2025,
de-sachsen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.084851,01.03.2025,
de-sachsen-anhalt,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.24547,01.03.2025,
de-thueringen,2015,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.170714,01.03.2025,
de-schleswig-holstein,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.830864,01.03.2025,
de-hamburg,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.762791,01.03.2025,
de-niedersachsen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.826739,01.03.2025,
de-bremen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.661888,01.03.2025,
de-nordrhein-westfalen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.638098,01.03.2025,
de-hessen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.093888,01.03.2025,
de-rheinland-pfalz,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.011582,01.03.2025,
de-baden-wuerttemberg,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.716644,01.03.2025,
de-bayern,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.691568,01.03.2025,
de-saarland,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.989035,01.03.2025,
de-berlin,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.469849,01.03.2025,
de-brandenburg,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.457872,01.03.2025,
de-mecklenburg-vorpommern,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.599138,01.03.2025,
de-sachsen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.055274,01.03.2025,
de-sachsen-anhalt,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.235548,01.03.2025,
de-thueringen,2014,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.156759,01.03.2025,
de-schleswig-holstein,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.815955,01.03.2025,
de-hamburg,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.746342,01.03.2025,
de-niedersachsen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.790559,01.03.2025,
de-bremen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.657391,01.03.2025,
de-nordrhein-westfalen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.571856,01.03.2025,
de-hessen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.045425,01.03.2025,
de-rheinland-pfalz,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.994366,01.03.2025,
de-baden-wuerttemberg,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.631278,01.03.2025,
de-bayern,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.604244,01.03.2025,
de-saarland,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.990718,01.03.2025,
de-berlin,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.421829,01.03.2025,
de-brandenburg,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.449193,01.03.2025,
de-mecklenburg-vorpommern,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.596505,01.03.2025,
de-sachsen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.046385,01.03.2025,
de-sachsen-anhalt,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.244577,01.03.2025,
de-thueringen,2013,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.16084,01.03.2025,
de-schleswig-holstein,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.806531,01.03.2025,
de-hamburg,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.734272,01.03.2025,
de-niedersachsen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.778995,01.03.2025,
de-bremen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.654774,01.03.2025,
de-nordrhein-westfalen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.554329,01.03.2025,
de-hessen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.016481,01.03.2025,
de-rheinland-pfalz,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.990278,01.03.2025,
de-baden-wuerttemberg,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.569111,01.03.2025,
de-bayern,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.519571,01.03.2025,
de-saarland,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.994287,01.03.2025,
de-berlin,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.375222,01.03.2025,
de-brandenburg,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.449511,01.03.2025,
de-mecklenburg-vorpommern,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.600327,01.03.2025,
de-sachsen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.050204,01.03.2025,
de-sachsen-anhalt,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.259393,01.03.2025,
de-thueringen,2012,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.17046,01.03.2025,
de-schleswig-holstein,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.802266,01.03.2025,
de-hamburg,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.718187,01.03.2025,
de-niedersachsen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.774253,01.03.2025,
de-bremen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.652182,01.03.2025,
de-nordrhein-westfalen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.544938,01.03.2025,
de-hessen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,5.993771,01.03.2025,
de-rheinland-pfalz,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.990033,01.03.2025,
de-baden-wuerttemberg,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.512441,01.03.2025,
de-bayern,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.443372,01.03.2025,
de-saarland,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.997855,01.03.2025,
de-berlin,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.326002,01.03.2025,
de-brandenburg,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.45318,01.03.2025,
de-mecklenburg-vorpommern,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.606899,01.03.2025,
de-sachsen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.054182,01.03.2025,
de-sachsen-anhalt,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.276736,01.03.2025,
de-thueringen,2011,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.181603,01.03.2025,
de-schleswig-holstein,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.834259,01.03.2025,
de-hamburg,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.786448,01.03.2025,
de-niedersachsen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.918293,01.03.2025,
de-bremen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.660706,01.03.2025,
de-nordrhein-westfalen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.845154,01.03.2025,
de-hessen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.067021,01.03.2025,
de-rheinland-pfalz,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.003745,01.03.2025,
de-baden-wuerttemberg,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.75388,01.03.2025,
de-bayern,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.538696,01.03.2025,
de-saarland,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.017567,01.03.2025,
de-berlin,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.460725,01.03.2025,
de-brandenburg,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.503273,01.03.2025,
de-mecklenburg-vorpommern,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.642327,01.03.2025,
de-sachsen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.149477,01.03.2025,
de-sachsen-anhalt,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.335006,01.03.2025,
de-thueringen,2010,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.235025,01.03.2025,
de-schleswig-holstein,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.832027,01.03.2025,
de-hamburg,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.774224,01.03.2025,
de-niedersachsen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.928815,01.03.2025,
de-bremen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.661716,01.03.2025,
de-nordrhein-westfalen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.872763,01.03.2025,
de-hessen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.061951,01.03.2025,
de-rheinland-pfalz,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.012675,01.03.2025,
de-baden-wuerttemberg,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.744921,01.03.2025,
de-bayern,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.510331,01.03.2025,
de-saarland,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.022585,01.03.2025,
de-berlin,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.442675,01.03.2025,
de-brandenburg,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.511525,01.03.2025,
de-mecklenburg-vorpommern,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.651216,01.03.2025,
de-sachsen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.168732,01.03.2025,
de-sachsen-anhalt,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.356219,01.03.2025,
de-thueringen,2009,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.249882,01.03.2025,
de-schleswig-holstein,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.83426,01.03.2025,
de-hamburg,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.7721,01.03.2025,
de-niedersachsen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.947244,01.03.2025,
de-bremen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.661866,01.03.2025,
de-nordrhein-westfalen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.933064,01.03.2025,
de-hessen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.064953,01.03.2025,
de-rheinland-pfalz,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.028351,01.03.2025,
de-baden-wuerttemberg,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.749506,01.03.2025,
de-bayern,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.519728,01.03.2025,
de-saarland,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.030324,01.03.2025,
de-berlin,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.431675,01.03.2025,
de-brandenburg,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.522493,01.03.2025,
de-mecklenburg-vorpommern,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.664356,01.03.2025,
de-sachsen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.192801,01.03.2025,
de-sachsen-anhalt,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.381872,01.03.2025,
de-thueringen,2008,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.267763,01.03.2025,
de-schleswig-holstein,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.837373,01.03.2025,
de-hamburg,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.770629,01.03.2025,
de-niedersachsen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.971684,01.03.2025,
de-bremen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.663082,01.03.2025,
de-nordrhein-westfalen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,17.996621,01.03.2025,
de-hessen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.072555,01.03.2025,
de-rheinland-pfalz,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.045643,01.03.2025,
de-baden-wuerttemberg,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.749755,01.03.2025,
de-bayern,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.520332,01.03.2025,
de-saarland,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.036598,01.03.2025,
de-berlin,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.416255,01.03.2025,
de-brandenburg,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.535737,01.03.2025,
de-mecklenburg-vorpommern,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.679682,01.03.2025,
de-sachsen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.2202,01.03.2025,
de-sachsen-anhalt,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.412472,01.03.2025,
de-thueringen,2007,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.289219,01.03.2025,
de-schleswig-holstein,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,2.834254,01.03.2025,
de-hamburg,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.754182,01.03.2025,
de-niedersachsen,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,7.982685,01.03.2025,
de-bremen,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,0.663979,01.03.2025,
de-nordrhein-westfalen,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,18.028745,01.03.2025,
de-hessen,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,6.075359,01.03.2025,
de-rheinland-pfalz,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,4.05286,01.03.2025,
de-baden-wuerttemberg,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,10.738753,01.03.2025,
de-bayern,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,12.492658,01.03.2025,
de-saarland,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,1.043167,01.03.2025,
de-berlin,2006,"DESTATIS (GENESIS, Tabelle 12411-0010)",historical,Population,million,3.404037,01.03.2025,
